,title_year,start_year,runtime_minutes,genres,averagerating,numvotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western,release_date,production_budget,domestic_gross,worldwide_gross,total_gross,gross_less_budget
829,The Finest Hours (2016),2016,117.0,"Action,Drama,History",6.8,55981,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-29,70000000,27569558,49252761,76822319,6822319
1169,Pan (2015),2015,111.0,"Adventure,Comedy,Family",5.8,55867,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-09,150000000,35088320,151525973,186614293,36614293
672,Like Crazy (2011),2011,86.0,"Drama,Romance",6.7,55841,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-10-28,250000,3395391,3728400,7123791,6873791
989,Enough Said (2013),2013,93.0,"Comedy,Drama,Romance",7.0,55698,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-09-18,8000000,17550872,25621449,43172321,35172321
665,Sabotage (2014),2014,109.0,"Action,Crime,Drama",5.7,55597,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-03-28,35000000,10508518,18376443,28884961,-6115039
1265,Krampus (2015),2015,98.0,"Comedy,Fantasy,Horror",6.2,55400,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-04,15000000,42725475,61788393,104513868,89513868
668,Red Lights (2012),2012,114.0,"Drama,Fantasy,Horror",6.2,55287,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-13,17700000,49521,14518884,14568405,-3131595
1396,Paterson (2016),2016,118.0,"Comedy,Drama,Romance",7.4,55285,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016-12-28,5000000,2141423,10727536,12868959,7868959
163,The Darkest Hour (2011),2011,89.0,"Action,Adventure,Horror",4.9,55071,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-25,34800000,21443494,62831715,84275209,49475209
410,Charlie St. Cloud (2010),2010,99.0,"Drama,Fantasy,Romance",6.5,55016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-07-30,44000000,31206263,48478084,79684347,35684347
253,Aloha (2015),2015,105.0,"Comedy,Drama,Romance",5.4,54646,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-05-29,37000000,21052030,25387091,46439121,9439121
317,Going the Distance (2010),2010,102.0,"Comedy,Romance",6.3,54421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-09-03,32000000,17804299,43603990,61408289,29408289
44,Something Borrowed (2011),2011,112.0,"Comedy,Drama,Romance",5.9,54314,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-05-06,35000000,39046489,65084116,104130605,69130605
606,Grudge Match (2013),2013,113.0,"Comedy,Drama,Sport",6.4,54080,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013-12-25,40000000,29807260,69807260,99614520,59614520
838,Point Break (2015),2015,114.0,"Action,Crime,Sport",5.3,53802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015-12-25,100000000,28782481,126704591,155487072,55487072
582,The Art of Getting By (2011),2011,83.0,"Drama,Romance",6.6,53682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-06-17,4000000,1430241,1989035,3419276,-580724
11,The Possession (2012),2012,92.0,"Horror,Mystery,Thriller",5.9,53649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-08-31,14000000,49130588,82925064,132055652,118055652
922,Drinking Buddies (2013),2013,90.0,"Comedy,Drama,Romance",6.1,53546,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-08-23,500000,343706,407100,750806,250806
178,Takers (2010),2010,107.0,"Action,Crime,Thriller",6.2,53377,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-08-27,32000000,57744720,70587268,128331988,96331988
166,Jackass 3D (2010),2010,95.0,"Action,Comedy,Documentary",7.0,53289,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-15,20000000,117229692,171685793,288915485,268915485
197,Step Up 3D (2010),2010,107.0,"Drama,Music,Romance",6.2,53081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2010-08-06,30000000,42400223,165889117,208289340,178289340
1333,Miss Sloane (2016),2016,132.0,"Drama,Thriller",7.5,52788,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016-11-25,18000000,3500605,7719630,11220235,-6779765
1338,Christopher Robin (2018),2018,104.0,"Adventure,Animation,Comedy",7.3,52737,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-03,75000000,99215042,197504758,296719800,221719800
229,Zookeeper (2011),2011,102.0,"Comedy,Family,Romance",5.2,52396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-07-08,80000000,80360866,170805525,251166391,171166391
1384,Mary Poppins Returns (2018),2018,130.0,"Comedy,Family,Fantasy",6.9,52103,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-19,130000000,171958438,341528518,513486956,383486956
815,The Frozen Ground (2013),2013,105.0,"Crime,Drama,Mystery",6.4,51915,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013-08-23,19200000,0,5617460,5617460,-13582540
157,Jonah Hex (2010),2010,81.0,"Action,Drama,Fantasy",4.7,51860,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-18,47000000,10547117,11022696,21569813,-25430187
1123,Criminal (2016),2016,113.0,"Action,Crime,Drama",6.3,51666,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-15,31500000,14708696,38771262,53479958,21979958
304,Animal Kingdom (2010),2010,113.0,"Crime,Drama",7.3,51576,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-13,4200000,1044039,8078683,9122722,4922722
135,Poltergeist (2015),2015,93.0,"Horror,Thriller",4.9,51538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-05-22,35000000,47425125,95713069,143138194,108138194
680,Apollo 18 (2011),2011,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2011-09-02,5000000,17686929,26517819,44204748,39204748
521,LOL (2012),2012,97.0,"Comedy,Drama,Romance",4.4,51424,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-05-04,11000000,0,10431506,10431506,-568494
89,Sanctum (2011),2011,108.0,"Adventure,Drama,Thriller",5.9,51318,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-02-04,30000000,23209310,108957098,132166408,102166408
706,Step Up Revolution (2012),2012,99.0,"Drama,Music,Romance",6.5,51295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2012-07-27,33000000,35074677,165552290,200626967,167626967
54,The Boxtrolls (2014),2014,96.0,"Adventure,Animation,Comedy",6.8,50763,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-09-26,60000000,50837305,111946251,162783556,102783556
1343,Storks (2016),2016,87.0,"Adventure,Animation,Comedy",6.8,50448,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-09-23,70000000,72679278,183353431,256032709,186032709
144,The Legend of Hercules (2014),2014,99.0,"Action,Adventure,Fantasy",4.2,50352,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-01-10,70000000,18848538,58953319,77801857,7801857
179,Death Wish (2018),2018,107.0,"Action,Crime,Drama",6.4,50279,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-02,30000000,34017028,48575965,82592993,52592993
389,12 Strong (2018),2018,130.0,"Action,Drama,History",6.6,50155,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-19,35000000,45819713,71118378,116938091,81938091
189,All Good Things (2010),2010,101.0,"Crime,Drama,Mystery",6.3,49684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010-12-03,20000000,582024,873617,1455641,-18544359
327,Arthur (2011),2011,110.0,"Comedy,Romance",5.7,49013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-04-08,40000000,33035397,47787943,80823340,40823340
1187,Ice Age: Collision Course (2016),2016,94.0,"Adventure,Animation,Comedy",5.7,48932,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-22,105000000,64063008,402156682,466219690,361219690
903,Draft Day (2014),2014,110.0,"Drama,Sport",6.8,48812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014-04-11,25000000,28842237,29847480,58689717,33689717
1091,Ride Along 2 (2016),2016,102.0,"Action,Comedy,Crime",5.9,48688,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-15,40000000,90862685,124827316,215690001,175690001
1001,Woman in Gold (2015),2015,109.0,"Biography,Drama,History",7.3,48501,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-01,11000000,33307793,58586407,91894200,80894200
925,Magic Mike XXL (2015),2015,115.0,"Comedy,Drama,Music",5.6,48497,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-01,14500000,66013057,123660597,189673654,175173654
1068,Blackhat (2015),2015,133.0,"Action,Crime,Thriller",5.4,48427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-01-16,70000000,8005980,19665004,27670984,-42329016
66,Take Me Home Tonight (2011),2011,97.0,"Comedy,Drama,Romance",6.3,48393,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-03-04,19000000,6928068,7576604,14504672,-4495328
882,Jab Tak Hai Jaan (2012),2012,176.0,"Drama,Romance",6.8,48364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-11-13,9200000,3047539,5806666,8854205,-345795
1318,Airlift (2016),2016,130.0,"Drama,History",8.1,48323,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-31,4400000,0,9969237,9969237,5569237
510,The Dilemma (2011),2011,111.0,"Comedy,Drama",5.3,48148,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-14,70000000,48475290,70546865,119022155,49022155
640,Grave Encounters (2011),2011,92.0,Horror,6.1,48125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-09,2000000,0,2151887,2151887,151887
674,The Snowman (2017),2017,119.0,"Crime,Drama,Mystery",5.1,47890,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017-10-20,35000000,6670765,43226146,49896911,14896911
1336,Mile 22 (2018),2018,94.0,"Action,Adventure,Thriller",6.1,47862,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-08-17,35000000,36108758,66295121,102403879,67403879
795,Victor Frankenstein (2015),2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-11-25,40000000,5775076,31124367,36899443,-3100557
1374,The Emoji Movie (2017),2017,86.0,"Adventure,Animation,Comedy",3.2,47294,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-28,50000000,86089513,216562312,302651825,252651825
1276,Popstar: Never Stop Never Stopping (2016),2016,87.0,"Comedy,Music",6.7,47278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-03,20000000,9496130,9537120,19033250,-966750
972,Live by Night (2016),2016,129.0,"Action,Crime,Drama",6.4,47243,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-25,65000000,10378555,21774432,32152987,-32847013
1316,Ouija: Origin of Evil (2016),2016,99.0,"Drama,Horror,Mystery",6.1,47099,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2016-10-21,9000000,35144505,81831866,116976371,107976371
743,The East (2013),2013,116.0,"Adventure,Drama,Thriller",6.8,46804,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-05-31,6500000,2274649,3027956,5302605,-1197395
676,Arbitrage (2012),2012,107.0,"Drama,Thriller",6.6,46774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-09-14,12000000,7919574,35830713,43750287,31750287
1079,Veronica Mars (2014),2014,107.0,"Crime,Drama,Mystery",6.8,46751,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014-03-14,6000000,3322127,3485383,6807510,807510
1481,Instant Family (2018),2018,118.0,"Comedy,Drama",7.4,46728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-16,48000000,67363237,119736188,187099425,139099425
391,You Again (2010),2010,105.0,"Comedy,Family,Romance",5.8,46690,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-09-24,20000000,25702053,32838945,58540998,38540998
907,Wild Card (2015),2015,92.0,"Action,Crime,Drama",5.6,46463,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-30,30000000,3200,4315789,4318989,-25681011
1439,A Ghost Story (2017),2017,92.0,"Drama,Fantasy,Romance",6.8,46280,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017-07-07,100000,1594798,2769782,4364580,4264580
1213,Whiskey Tango Foxtrot (2016),2016,112.0,"Biography,Comedy,Drama",6.6,46265,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-03-04,35000000,23083334,25350747,48434081,13434081
1030,The Light Between Oceans (2016),2016,133.0,"Drama,Romance",7.2,46247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016-09-02,20000000,12545979,22281732,34827711,14827711
348,Pride and Prejudice and Zombies (2016),2016,108.0,"Action,Comedy,Horror",5.8,46187,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-05,28000000,10907291,16638300,27545591,-454409
216,The Back-up Plan (2010),2010,104.0,"Comedy,Romance",5.4,46128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-04-23,35000000,37490007,75281179,112771186,77771186
413,Martha Marcy May Marlene (2011),2011,102.0,"Drama,Mystery,Thriller",6.9,45873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-10-21,1000000,2981038,5438911,8419949,7419949
309,The Last Exorcism (2010),2010,87.0,"Drama,Horror,Thriller",5.6,45815,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-08-27,1800000,41034350,70165900,111200250,109400250
1259,Only the Brave (2017),2017,134.0,"Action,Biography,Drama",7.7,45482,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-20,38000000,18340051,24555177,42895228,4895228
400,Arthur Christmas (2011),2011,97.0,"Adventure,Animation,Comedy",7.1,45439,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-23,85000000,46462469,149717124,196179593,111179593
100,Rabbit Hole (2010),2010,91.0,Drama,7.0,45357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-17,5000000,2229058,6205034,8434092,3434092
314,The Beaver (2011),2011,91.0,Drama,6.7,45173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06,21000000,970816,5046038,6016854,-14983146
169,Free State of Jones (2016),2016,139.0,"Action,Biography,Drama",6.9,45135,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-24,50000000,20810036,23237252,44047288,-5952712
1364,Pitch Perfect 3 (2017),2017,93.0,"Comedy,Music",5.8,45127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-12-22,45000000,104897530,185736412,290633942,245633942
1295,Florence Foster Jenkins (2016),2016,111.0,"Biography,Comedy,Drama",6.8,44970,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-12,29000000,27383770,56000339,83384109,54384109
1112,Hot Pursuit (2015),2015,87.0,"Action,Comedy,Crime",5.1,44723,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08,35000000,34580201,45671512,80251713,45251713
1468,Mandy (2018),2018,121.0,"Action,Fantasy,Horror",6.6,44378,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-14,6000000,1214525,1427656,2642181,-3357819
853,Tammy (2014),2014,97.0,"Comedy,Romance",4.9,44345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014-07-02,20000000,84525432,96407655,180933087,160933087
774,The Big Wedding (2013),2013,89.0,"Comedy,Drama,Romance",5.6,44221,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-04-26,32500000,21819348,48425971,70245319,37745319
205,Ouija (2014),2014,89.0,"Horror,Mystery,Thriller",4.5,44054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2014-10-24,5000000,50856010,103300632,154156642,149156642
613,Vampires Suck (2010),2010,82.0,Comedy,3.4,43984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-18,20000000,36661504,81424988,118086492,98086492
1325,Fifty Shades Freed (2018),2018,105.0,"Drama,Romance,Thriller",4.5,43893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2018-02-09,55000000,100407760,371350619,471758379,416758379
131,The Runaways (2010),2010,106.0,"Biography,Drama,Music",6.6,43792,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19,9500000,3573673,5278632,8852305,-647695
931,The SpongeBob Movie: Sponge Out of Water (2015),2015,92.0,"Adventure,Animation,Comedy",6.0,43560,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-06,74000000,162994032,311013181,474007213,400007213
1469,Eighth Grade (2018),2018,93.0,"Comedy,Drama",7.5,43256,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-13,2000000,13539710,14341016,27880726,25880726
154,Footloose (2011),2011,113.0,"Comedy,Drama,Music",5.9,43251,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011-10-14,24000000,51802742,62989834,114792576,90792576
1342,Battle of the Sexes (2017),2017,121.0,"Biography,Comedy,Drama",6.7,43245,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-09-22,25000000,12638526,18445379,31083905,6083905
766,Bachelorette (2012),2012,87.0,"Comedy,Romance",5.3,43131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-09-07,3000000,446770,12577401,13024171,10024171
429,The Odd Life of Timothy Green (2012),2012,105.0,"Comedy,Drama,Family",6.6,42770,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-08-15,40000000,51853450,55249159,107102609,67102609
1395,Hotel Transylvania 3: Summer Vacation (2018),2018,97.0,"Adventure,Animation,Comedy",6.3,42299,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-13,65000000,167500092,527079962,694580054,629580054
669,The Collection (2012),2012,82.0,"Action,Horror,Thriller",6.1,42256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-11-30,10000000,6810754,8890094,15700848,5700848
1419,Insidious: The Last Key (2018),2018,103.0,"Horror,Mystery,Thriller",5.7,42154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2018-01-05,10000000,67745330,167885588,235630918,225630918
313,Death at a Funeral (2010),2010,92.0,Comedy,5.7,42042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-16,21000000,42739347,48977233,91716580,70716580
403,The Pirates! Band of Misfits (2012),2012,88.0,"Adventure,Animation,Comedy",6.7,41958,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-27,55000000,31051126,136143605,167194731,112194731
1307,Alpha (2018),2018,96.0,"Adventure,Drama,Family",6.7,41882,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-08-17,51000000,35851379,99624873,135476252,84476252
507,Texas Chainsaw 3D (2013),2013,92.0,"Horror,Thriller",4.8,41784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-01-04,20000000,34341945,47666013,82007958,62007958
1076,Sinister 2 (2015),2015,97.0,"Horror,Mystery,Thriller",5.3,41782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2015-08-21,10000000,27740955,54104225,81845180,71845180
1435,The First Purge (2018),2018,98.0,"Action,Horror,Sci-Fi",5.1,41741,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-07-04,13000000,69488745,136617305,206106050,193106050
524,Soul Surfer (2011),2011,112.0,"Biography,Drama,Family",7.1,41659,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-08,18000000,43853424,47158652,91012076,73012076
579,Hobo with a Shotgun (2011),2011,86.0,"Action,Comedy,Horror",6.1,41633,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06,3000000,703372,834953,1538325,-1461675
193,You Will Meet a Tall Dark Stranger (2010),2010,98.0,"Comedy,Drama,Romance",6.3,41608,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-09-22,15000000,3247816,34247816,37495632,22495632
1331,Robin Hood (2018),2018,116.0,"Action,Adventure,Thriller",5.3,41588,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-11-21,99000000,30824628,84747441,115572069,16572069
1296,Keanu (2016),2016,100.0,"Action,Comedy,Crime",6.3,41560,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-29,15000000,20591853,20688141,41279994,26279994
392,Kill the Irishman (2011),2011,106.0,"Biography,Crime,Drama",7.1,41504,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-11,12000000,1188194,1188194,2376388,-9623612
600,Stolen (2012),2012,96.0,"Action,Crime,Thriller",5.5,41313,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-09-14,35000000,289773,17967746,18257519,-16742481
221,Kill the Messenger (2014),2014,112.0,"Biography,Crime,Drama",7.0,41231,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-10-10,5000000,2450846,6656705,9107551,4107551
559,Think Like a Man (2012),2012,122.0,"Comedy,Romance",6.6,41043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-04-20,12000000,91547205,113373764,204920969,192920969
1274,The Space Between Us (2017),2017,120.0,"Adventure,Drama,Romance",6.4,41031,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017-02-03,30000000,7885294,16481405,24366699,-5633301
587,Million Dollar Arm (2014),2014,124.0,"Biography,Drama,Sport",7.0,41008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014-05-16,25000000,36447959,39217912,75665871,50665871
1131,Tusk (2014),2014,102.0,"Comedy,Drama,Horror",5.3,40827,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-09-19,3000000,1821983,1887554,3709537,709537
